City,Country,Venue,Opening act(s),Revenue,Tour,Attendance,Tour_Year,Revenue_per_Attendee
St. Louis,United States,Scottrade Center,"Ed Sheeran
Brett Eldredge",2346203.0,The_Red_Tour,28582.0,2013,82.08673290882373
St. Louis,United States,Scottrade Center,"Ed Sheeran
Brett Eldredge",2346203.0,The_Red_Tour,28582.0,2013,82.08673290882373
Charlotte,United States,Time Warner Cable Arena,"Ed Sheeran
Brett Eldredge",1162733.0,The_Red_Tour,14686.0,2013,79.17288574152253
Columbia,United States,Colonial Life Arena,"Ed Sheeran
Brett Eldredge",996114.0,The_Red_Tour,12490.0,2013,79.7529223378703
Newark,United States,Prudential Center,"Ed Sheeran
Florida Georgia Line",3565317.0,The_Red_Tour,38065.0,2013,93.66391698410614
Newark,United States,Prudential Center,"Ed Sheeran
Florida Georgia Line",3565317.0,The_Red_Tour,38065.0,2013,93.66391698410614
Newark,United States,Prudential Center,"Ed Sheeran
Florida Georgia Line",3565317.0,The_Red_Tour,38065.0,2013,93.66391698410614
Miami,United States,American Airlines Arena,"Ed Sheeran
Brett Eldredge",1010175.0,The_Red_Tour,12808.0,2013,78.87062773266709
Orlando,United States,Amway Center,"Ed Sheeran
Brett Eldredge",2054128.0,The_Red_Tour,25617.0,2013,80.1861264004372
Orlando,United States,Amway Center,"Ed Sheeran
Brett Eldredge",2054128.0,The_Red_Tour,25617.0,2013,80.1861264004372
Atlanta,United States,Philips Arena,"Ed Sheeran
Brett Eldredge",2048023.0,The_Red_Tour,25471.0,2013,80.4060696478348
Atlanta,United States,Philips Arena,"Ed Sheeran
Brett Eldredge",2048023.0,The_Red_Tour,25471.0,2013,80.4060696478348
Tampa,United States,Tampa Bay Times Forum,"Ed Sheeran
Brett Eldredge",1132095.0,The_Red_Tour,14080.0,2013,80.40447443181819
Cleveland,United States,Quicken Loans Arena,"Ed Sheeran
Brett Eldredge",1247605.0,The_Red_Tour,15336.0,2013,81.351395409494
Indianapolis,United States,Bankers Life Fieldhouse,"Ed Sheeran
Brett Eldredge",1082042.0,The_Red_Tour,13573.0,2013,79.72017976865837
Lexington,United States,Rupp Arena,"Ed Sheeran
Brett Eldredge",1342699.0,The_Red_Tour,17003.0,2013,78.96835852496618
Detroit,United States,Ford Field,"Ed Sheeran
Austin Mahone
Brett Eldredge",3969059.0,The_Red_Tour,48265.0,2013,82.23472495597224
Louisville,United States,KFC Yum! Center,"Ed Sheeran
Florida Georgia Line",1246491.0,The_Red_Tour,15135.0,2013,82.3581764122894
Columbus,United States,Nationwide Arena,"Ed Sheeran
Florida Georgia Line",1155170.0,The_Red_Tour,14267.0,2013,80.96796803812995
Washington,United States,Verizon Center,"Ed Sheeran
Brett Eldredge",2489205.0,The_Red_Tour,27619.0,2013,90.12654332162641
Washington,United States,Verizon Center,"Ed Sheeran
Brett Eldredge",2489205.0,The_Red_Tour,27619.0,2013,90.12654332162641
Houston,United States,Toyota Center,"Ed Sheeran
Brett Eldredge",961422.0,The_Red_Tour,12467.0,2013,77.11734980348119
Austin,United States,Frank Erwin Center,"Ed Sheeran
Florida Georgia Line",935631.0,The_Red_Tour,11916.0,2013,78.51888217522658
San Antonio,United States,AT&T Center,"Ed Sheeran
Florida Georgia Line",1105253.0,The_Red_Tour,13974.0,2013,79.09353084299413
Arlington,United States,Cowboys Stadium,"Ed Sheeran
Austin Mahone
Florida Georgia Line",4589266.0,The_Red_Tour,53020.0,2013,86.55726141078839
Glendale,United States,Jobing.com Arena,"Ed Sheeran
Joel Crouse",2239370.0,The_Red_Tour,26705.0,2013,83.85583224115334
Glendale,United States,Jobing.com Arena,"Ed Sheeran
Joel Crouse",2239370.0,The_Red_Tour,26705.0,2013,83.85583224115334
Salt Lake City,United States,EnergySolutions Arena,"Ed Sheeran
Joel Crouse",1139360.0,The_Red_Tour,14007.0,2013,81.34218604983222
Denver,United States,Pepsi Center,"Ed Sheeran
Joel Crouse",1076069.0,The_Red_Tour,13489.0,2013,79.77381570168285
Toronto,Canada,Rogers Centre,"Ed Sheeran
Austin Mahone
Joel Crouse",7863310.0,The_Red_Tour,87627.0,2013,89.73615438164036
Toronto,Canada,Rogers Centre,"Ed Sheeran
Austin Mahone
Joel Crouse",7863310.0,The_Red_Tour,87627.0,2013,89.73615438164036
Winnipeg,Canada,Investors Group Field,"Ed Sheeran
Austin Mahone
Joel Crouse",3175430.0,The_Red_Tour,33061.0,2013,96.04760896524606
Edmonton,Canada,Rexall Place,"Ed Sheeran
Joel Crouse",2379870.0,The_Red_Tour,25663.0,2013,92.73545571445271
Edmonton,Canada,Rexall Place,"Ed Sheeran
Joel Crouse",2379870.0,The_Red_Tour,25663.0,2013,92.73545571445271
Vancouver,Canada,BC Place Stadium,"Ed Sheeran
Austin Mahone
Joel Crouse",3974410.0,The_Red_Tour,41142.0,2013,96.60225560254727
Pittsburgh,United States,Heinz Field,"Ed Sheeran
Austin Mahone
Joel Crouse",4718518.0,The_Red_Tour,56047.0,2013,84.18859171766553
East Rutherford,United States,MetLife Stadium,"Ed Sheeran
Austin Mahone
Joel Crouse",4670011.0,The_Red_Tour,52399.0,2013,89.12404816885818
Philadelphia,United States,Lincoln Financial Field,"Ed Sheeran
Austin Mahone
Joel Crouse",8822335.0,The_Red_Tour,101277.0,2013,87.11094325463827
Philadelphia,United States,Lincoln Financial Field,"Ed Sheeran
Austin Mahone
Joel Crouse",8822335.0,The_Red_Tour,101277.0,2013,87.11094325463827
Foxborough,United States,Gillette Stadium,"Ed Sheeran
Austin Mahone
Joel Crouse",9464063.0,The_Red_Tour,110712.0,2013,85.48362417804755
Foxborough,United States,Gillette Stadium,"Ed Sheeran
Austin Mahone
Joel Crouse",9464063.0,The_Red_Tour,110712.0,2013,85.48362417804755
Des Moines,United States,Wells Fargo Arena,"Ed Sheeran
Florida Georgia Line",1075576.0,The_Red_Tour,13368.0,2013,80.4590065828845
Kansas City,United States,Sprint Center,"Ed Sheeran
Florida Georgia Line",2093172.0,The_Red_Tour,26412.0,2013,79.25079509313949
Kansas City,United States,Sprint Center,"Ed Sheeran
Florida Georgia Line",2093172.0,The_Red_Tour,26412.0,2013,79.25079509313949
Wichita,United States,Intrust Bank Arena,"Ed Sheeran
Casey James",983882.0,The_Red_Tour,12231.0,2013,80.44166462268008
Tulsa,United States,BOK Center,"Ed Sheeran
Casey James",868955.0,The_Red_Tour,10949.0,2013,79.36386884647
Chicago,United States,Soldier Field,"Ed Sheeran
Austin Mahone
Casey James",4149148.0,The_Red_Tour,50809.0,2013,81.66167411285402
San Diego,United States,Valley View Casino Center,"Ed Sheeran
Casey James",948541.0,The_Red_Tour,10872.0,2013,87.24622884473878
Los Angeles,United States,Staples Center,"Ed Sheeran
Casey James",4734463.0,The_Red_Tour,55829.0,2013,84.80293395905353
Los Angeles,United States,Staples Center,"Ed Sheeran
Casey James",4734463.0,The_Red_Tour,55829.0,2013,84.80293395905353
Los Angeles,United States,Staples Center,"Ed Sheeran
Casey James",4734463.0,The_Red_Tour,55829.0,2013,84.80293395905353
Los Angeles,United States,Staples Center,"Ed Sheeran
Casey James",4734463.0,The_Red_Tour,55829.0,2013,84.80293395905353
Sacramento,United States,Sleep Train Arena,"Ed Sheeran
Casey James",1138103.0,The_Red_Tour,12795.0,2013,88.94904259476358
Portland,United States,Moda Center,"Ed Sheeran
Casey James",1084760.0,The_Red_Tour,13952.0,2013,77.74942660550458
Tacoma,United States,Tacoma Dome,"Ed Sheeran
Casey James",1584049.0,The_Red_Tour,20348.0,2013,77.84789659917436
Fargo,United States,Fargodome,"Ed Sheeran
Casey James",1661578.0,The_Red_Tour,21073.0,2013,78.84866891282684
Saint Paul,United States,Xcel Energy Center,"Ed Sheeran
Casey James",2320937.0,The_Red_Tour,28920.0,2013,80.25369986168741
Saint Paul,United States,Xcel Energy Center,"Ed Sheeran
Casey James",2320937.0,The_Red_Tour,28920.0,2013,80.25369986168741
Greensboro,United States,Greensboro Coliseum,"Ed Sheeran
Casey James",1109253.0,The_Red_Tour,13650.0,2013,81.26395604395604
Raleigh,United States,PNC Arena,"Ed Sheeran
Casey James",1088612.0,The_Red_Tour,13941.0,2013,78.08708127107094
Charlottesville,United States,John Paul Jones Arena,"Ed Sheeran
Casey James",997216.0,The_Red_Tour,12689.0,2013,78.5890141067066
Nashville,United States,Bridgestone Arena,"Ed Sheeran
Casey James",3336545.0,The_Red_Tour,41292.0,2013,80.8036665697956
Nashville,United States,Bridgestone Arena,"Ed Sheeran
Casey James",3336545.0,The_Red_Tour,41292.0,2013,80.8036665697956
Nashville,United States,Bridgestone Arena,"Ed Sheeran
Casey James",3336545.0,The_Red_Tour,41292.0,2013,80.8036665697956
Auckland,New Zealand,Vector Arena,Neon Trees,3100290.0,The_Red_Tour,30799.0,2013,100.66203448163901
Auckland,New Zealand,Vector Arena,Neon Trees,3100290.0,The_Red_Tour,30799.0,2013,100.66203448163901
Auckland,New Zealand,Vector Arena,Neon Trees,3100290.0,The_Red_Tour,30799.0,2013,100.66203448163901
Sydney,Australia,Allianz Stadium,"Guy Sebastian
Neon Trees",4096060.0,The_Red_Tour,40930.0,2013,100.07476178841925
Brisbane,Australia,Suncorp Stadium,"Guy Sebastian
Neon Trees",3895810.0,The_Red_Tour,38907.0,2013,100.13133883362892
Perth,Australia,Perth Rectangular Stadium,"Guy Sebastian
Neon Trees",2364080.0,The_Red_Tour,21827.0,2013,108.30989141888487
Melbourne,Australia,Etihad Stadium,"Guy Sebastian
Neon Trees",4547250.0,The_Red_Tour,47257.0,2013,96.2238398544131
London,England,The O2 Arena,The Vamps,5829240.0,The_Red_Tour,74740.0,2013,77.99357773615199
London,England,The O2 Arena,The Vamps,5829240.0,The_Red_Tour,74740.0,2013,77.99357773615199
London,England,The O2 Arena,The Vamps,5829240.0,The_Red_Tour,74740.0,2013,77.99357773615199
Berlin,Germany,O2 World,Andreas Bourani,755006.0,The_Red_Tour,10350.0,2013,72.94743961352657
London,England,The O2 Arena,The Vamps,2054690.0,The_Red_Tour,26705.0,2013,76.94027335704924
London,England,The O2 Arena,The Vamps,2054690.0,The_Red_Tour,26705.0,2013,76.94027335704924
Shanghai,China,Mercedes-Benz Arena,No Opening Act,1864934.0,The_Red_Tour,12793.0,2013,145.77769092472445
Saitama,Japan,Saitama Super Arena,CTS,1837147.0,The_Red_Tour,20046.0,2013,91.64656290531777
Jakarta,Indonesia,MEIS Ancol,Nicole Zefanya,1481473.0,The_Red_Tour,8130.0,2013,182.2230012300123
Pasay,Philippines,Mall of Asia Arena,Meg Bucsit,1511662.0,The_Red_Tour,9775.0,2013,154.64572890025576
Singapore,Singapore,Singapore Indoor Stadium,Imprompt-3,2524080.0,The_Red_Tour,16344.0,2013,154.4346549192364
Kuala Lumpur,Malaysia,Putra Indoor Stadium,IamNeeta,998608.0,The_Red_Tour,7525.0,2013,132.70538205980066
Singapore,Singapore,Singapore Indoor Stadium,Imprompt-3,2054690.0,The_Red_Tour,26705.0,2013,76.94027335704924
Tokyo,Japan,Tokyo Dome,No Opening Act,10586828.0,The_1989_World_Tour,100320.0,2015,105.53058213716109
Tokyo,Japan,Tokyo Dome,No Opening Act,10586828.0,The_1989_World_Tour,100320.0,2015,105.53058213716109
Winchester,United States,City of Rock,No Opening Act,2054690.0,The_1989_World_Tour,26705.0,2015,76.94027335704924
Bossier City,United States,CenturyLink Center,Vance Joy,1458197.0,The_1989_World_Tour,12459.0,2015,117.03965005217113
Baton Rouge,United States,LSU Tiger Stadium,"Vance Joy
Shawn Mendes",4119670.0,The_1989_World_Tour,50227.0,2015,82.02102454854959
Detroit,United States,Ford Field,"Vance Joy
Shawn Mendes",5999690.0,The_1989_World_Tour,50703.0,2015,118.3300790880224
Louisville,United States,KFC Yum! Center,Vance Joy,1863281.0,The_1989_World_Tour,16242.0,2015,114.71992365472232
Cleveland,United States,Quicken Loans Arena,Vance Joy,1732041.0,The_1989_World_Tour,15503.0,2015,111.72295684706187
Pittsburgh,United States,Heinz Field,"Vance Joy
Shawn Mendes",5836926.0,The_1989_World_Tour,54801.0,2015,106.51130453823835
Charlotte,United States,Time Warner Cable Arena,Vance Joy,1627798.0,The_1989_World_Tour,15024.0,2015,108.34651224707136
Raleigh,United States,PNC Arena,Vance Joy,1653762.0,The_1989_World_Tour,13886.0,2015,119.09563589226559
Philadelphia,United States,Lincoln Financial Field,"Vance Joy
Shawn Mendes",11987816.0,The_1989_World_Tour,101052.0,2015,118.63017060523295
Philadelphia,United States,Lincoln Financial Field,"Vance Joy
Shawn Mendes",11987816.0,The_1989_World_Tour,101052.0,2015,118.63017060523295
Cologne,Germany,Lanxess Arena,James Bay,2054690.0,The_1989_World_Tour,29020.0,2015,70.802549965541
Cologne,Germany,Lanxess Arena,James Bay,2054690.0,The_1989_World_Tour,29020.0,2015,70.802549965541
Amsterdam,Netherlands,Ziggo Dome,James Bay,800829.0,The_1989_World_Tour,11166.0,2015,71.72031166039764
Glasgow,Scotland,SSE Hydro,Vance Joy,1119300.0,The_1989_World_Tour,11021.0,2015,101.56065692768351
Manchester,England,Manchester Arena,Vance Joy,1478760.0,The_1989_World_Tour,14773.0,2015,100.09882894469641
London,England,Hyde Park,No Opening Act,2054690.0,The_1989_World_Tour,26705.0,2015,76.94027335704924
Dublin,Ireland,3Arena,Vance Joy,1975510.0,The_1989_World_Tour,25188.0,2015,78.43060187390822
Dublin,Ireland,3Arena,Vance Joy,1975510.0,The_1989_World_Tour,25188.0,2015,78.43060187390822
Ottawa,Canada,Canadian Tire Centre,Vance Joy,1325480.0,The_1989_World_Tour,13480.0,2015,98.3293768545994
Montreal,Canada,Bell Centre,Vance Joy,1499040.0,The_1989_World_Tour,14770.0,2015,101.49221394719025
East Rutherford,United States,MetLife Stadium,"Vance Joy
Shawn Mendes
Haim",13423858.0,The_1989_World_Tour,110105.0,2015,121.9186957903819
East Rutherford,United States,MetLife Stadium,"Vance Joy
Shawn Mendes
Haim",13423858.0,The_1989_World_Tour,110105.0,2015,121.9186957903819
Washington,United States,Nationals Park,"Vance Joy
Shawn Mendes
Haim",9730596.0,The_1989_World_Tour,85014.0,2015,114.45874797092243
Washington,United States,Nationals Park,"Vance Joy
Shawn Mendes
Haim",9730596.0,The_1989_World_Tour,85014.0,2015,114.45874797092243
Chicago,United States,Soldier Field,"Vance Joy
Shawn Mendes
Haim",11469887.0,The_1989_World_Tour,110109.0,2015,104.1684785076606
Chicago,United States,Soldier Field,"Vance Joy
Shawn Mendes
Haim",11469887.0,The_1989_World_Tour,110109.0,2015,104.1684785076606
Foxborough,United States,Gillette Stadium,"Vance Joy
Shawn Mendes
Haim",12533166.0,The_1989_World_Tour,116849.0,2015,107.25950585798766
Foxborough,United States,Gillette Stadium,"Vance Joy
Shawn Mendes
Haim",12533166.0,The_1989_World_Tour,116849.0,2015,107.25950585798766
Vancouver,Canada,BC Place,"Vance Joy
Shawn Mendes",4081820.0,The_1989_World_Tour,41463.0,2015,98.44487856643272
Edmonton,Canada,Rexall Place,Vance Joy,2387080.0,The_1989_World_Tour,26534.0,2015,89.96306625461672
Edmonton,Canada,Rexall Place,Vance Joy,2387080.0,The_1989_World_Tour,26534.0,2015,89.96306625461672
Seattle,United States,CenturyLink Field,"Vance Joy
Shawn Mendes",6050643.0,The_1989_World_Tour,55711.0,2015,108.60768968426343
Santa Clara,United States,Levi's Stadium,"Vance Joy
Shawn Mendes",13031146.0,The_1989_World_Tour,102139.0,2015,127.58247094645532
Santa Clara,United States,Levi's Stadium,"Vance Joy
Shawn Mendes",13031146.0,The_1989_World_Tour,102139.0,2015,127.58247094645532
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The_1989_World_Tour,26520.0,2015,114.2393665158371
Glendale,United States,Gila River Arena,Vance Joy,3029628.0,The_1989_World_Tour,26520.0,2015,114.2393665158371
Los Angeles,United States,Staples Center,"Vance Joy
Haim",8961681.0,The_1989_World_Tour,70563.0,2015,127.00255091195102
Los Angeles,United States,Staples Center,"Vance Joy
Haim",8961681.0,The_1989_World_Tour,70563.0,2015,127.00255091195102
Los Angeles,United States,Staples Center,"Vance Joy
Haim",8961681.0,The_1989_World_Tour,70563.0,2015,127.00255091195102
Los Angeles,United States,Staples Center,"Vance Joy
Haim",8961681.0,The_1989_World_Tour,70563.0,2015,127.00255091195102
Los Angeles,United States,Staples Center,"Vance Joy
Haim",8961681.0,The_1989_World_Tour,70563.0,2015,127.00255091195102
San Diego,United States,Petco Park,"Vance Joy
Shawn Mendes",5475237.0,The_1989_World_Tour,44710.0,2015,122.46112726459405
Salt Lake City,United States,EnergySolutions Arena,Vance Joy,1589686.0,The_1989_World_Tour,14131.0,2015,112.49635553039417
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The_1989_World_Tour,27126.0,2015,105.76535427265354
Denver,United States,Pepsi Center,Vance Joy,2868991.0,The_1989_World_Tour,27126.0,2015,105.76535427265354
Houston,United States,Minute Maid Park,"Vance Joy
Shawn Mendes",5202196.0,The_1989_World_Tour,40122.0,2015,129.65943871192863
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The_1989_World_Tour,45126.0,2015,122.21032220892612
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The_1989_World_Tour,45126.0,2015,122.21032220892612
Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863.0,The_1989_World_Tour,45126.0,2015,122.21032220892612
Indianapolis,United States,Bankers Life Fieldhouse,Vance Joy,1550268.0,The_1989_World_Tour,14010.0,2015,110.65438972162741
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The_1989_World_Tour,29936.0,2015,112.5632349011224
Columbus,United States,Nationwide Arena,Vance Joy,3369693.0,The_1989_World_Tour,29936.0,2015,112.5632349011224
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The_1989_World_Tour,27857.0,2015,106.5282693757404
Kansas City,United States,Sprint Center,Vance Joy,2967558.0,The_1989_World_Tour,27857.0,2015,106.5282693757404
Nashville,United States,Bridgestone Arena,"Vance Joy
Haim",3354844.0,The_1989_World_Tour,28917.0,2015,116.01632257841408
Nashville,United States,Bridgestone Arena,"Vance Joy
Haim",3354844.0,The_1989_World_Tour,28917.0,2015,116.01632257841408
St. Louis,United States,Scottrade Center,"Vance Joy
Haim",3452940.0,The_1989_World_Tour,29688.0,2015,116.30759902991107
St. Louis,United States,Scottrade Center,"Vance Joy
Haim",3452940.0,The_1989_World_Tour,29688.0,2015,116.30759902991107
Toronto,Canada,Rogers Centre,"Vance Joy
Shawn Mendes",8670990.0,The_1989_World_Tour,99283.0,2015,87.33609983582285
Toronto,Canada,Rogers Centre,"Vance Joy
Shawn Mendes",8670990.0,The_1989_World_Tour,99283.0,2015,87.33609983582285
Des Moines,United States,Wells Fargo Arena,Vance Joy,1566321.0,The_1989_World_Tour,13969.0,2015,112.1283556446417
Omaha,United States,CenturyLink Center Omaha,Vance Joy,3121421.0,The_1989_World_Tour,29622.0,2015,105.37509283640537
Omaha,United States,CenturyLink Center Omaha,Vance Joy,3121421.0,The_1989_World_Tour,29622.0,2015,105.37509283640537
Fargo,United States,Fargodome,Vance Joy,2219188.0,The_1989_World_Tour,21067.0,2015,105.33953576683913
Arlington,United States,AT&T Stadium,"Vance Joy
Shawn Mendes",7396733.0,The_1989_World_Tour,62630.0,2015,118.10207568258024
Lexington,United States,Rupp Arena,Vance Joy,1870471.0,The_1989_World_Tour,17084.0,2015,109.48671271365019
Greensboro,United States,Greensboro Coliseum,Vance Joy,1662171.0,The_1989_World_Tour,15079.0,2015,110.23085085217852
Atlanta,United States,Georgia Dome,"Vance Joy
Shawn Mendes",6034846.0,The_1989_World_Tour,56046.0,2015,107.67665845912286
Miami,United States,American Airlines Arena,Vance Joy,1527919.0,The_1989_World_Tour,14044.0,2015,108.79514383366562
Tampa,United States,Raymond James Stadium,"Vance Joy
Shawn Mendes",6202515.0,The_1989_World_Tour,56987.0,2015,108.84087598926071
Singapore,Singapore,Singapore Indoor Stadium,No Opening Act,3217569.0,The_1989_World_Tour,17726.0,2015,181.51692429200045
Singapore,Singapore,Singapore Indoor Stadium,No Opening Act,3217569.0,The_1989_World_Tour,17726.0,2015,181.51692429200045
Shanghai,China,Mercedes-Benz Arena,No Opening Act,5917348.0,The_1989_World_Tour,37758.0,2015,156.71772869325704
Shanghai,China,Mercedes-Benz Arena,No Opening Act,5917348.0,The_1989_World_Tour,37758.0,2015,156.71772869325704
Shanghai,China,Mercedes-Benz Arena,No Opening Act,5917348.0,The_1989_World_Tour,37758.0,2015,156.71772869325704
Sydney,Australia,ANZ Stadium,Vance Joy,6571683.0,The_1989_World_Tour,75980.0,2015,86.49227428270598
Brisbane,Australia,Suncorp Stadium,Vance Joy,4759471.0,The_1989_World_Tour,46881.0,2015,101.52238646786545
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The_1989_World_Tour,20090.0,2015,119.8356893977103
Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499.0,The_1989_World_Tour,20090.0,2015,119.8356893977103
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The_1989_World_Tour,98136.0,2015,106.19500489117144
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The_1989_World_Tour,98136.0,2015,106.19500489117144
Melbourne,Australia,AAMI Park,Vance Joy,10421553.0,The_1989_World_Tour,98136.0,2015,106.19500489117144
Glendale,United States,University of Phoenix Stadium,"Camila Cabello
Charli XCX",7214478.0,Reputation_Stadium_Tour,59157.0,2018,121.95476444038745
Santa Clara,United States,Levi's Stadium,"Camila Cabello
Charli XCX",14006963.0,Reputation_Stadium_Tour,107550.0,2018,130.2367549976755
Santa Clara,United States,Levi's Stadium,"Camila Cabello
Charli XCX",14006963.0,Reputation_Stadium_Tour,107550.0,2018,130.2367549976755
Pasadena,United States,Rose Bowl,"Camila Cabello
Charli XCX",16251980.0,Reputation_Stadium_Tour,118084.0,2018,137.63066969276107
Pasadena,United States,Rose Bowl,"Camila Cabello
Charli XCX",16251980.0,Reputation_Stadium_Tour,118084.0,2018,137.63066969276107
Seattle,United States,CenturyLink Field,Charli XCX,8672219.0,Reputation_Stadium_Tour,56021.0,2018,154.8030024455115
Denver,United States,Sports Authority Field at Mile High,"Camila Cabello
Charli XCX",7926366.0,Reputation_Stadium_Tour,57140.0,2018,138.71834091704585
Chicago,United States,Soldier Field,"Camila Cabello
Charli XCX",14576697.0,Reputation_Stadium_Tour,105208.0,2018,138.55122234050643
Chicago,United States,Soldier Field,"Camila Cabello
Charli XCX",14576697.0,Reputation_Stadium_Tour,105208.0,2018,138.55122234050643
Manchester,England,Etihad Stadium,"Camila Cabello
Charli XCX",6169724.0,Reputation_Stadium_Tour,77258.0,2018,79.85870718889953
Manchester,England,Etihad Stadium,"Camila Cabello
Charli XCX",6169724.0,Reputation_Stadium_Tour,77258.0,2018,79.85870718889953
Dublin,Ireland,Croke Park,"Camila Cabello
Charli XCX",8567769.0,Reputation_Stadium_Tour,133034.0,2018,64.40285190252116
Dublin,Ireland,Croke Park,"Camila Cabello
Charli XCX",8567769.0,Reputation_Stadium_Tour,133034.0,2018,64.40285190252116
London,England,Wembley Stadium,"Camila Cabello
Charli XCX",12214933.0,Reputation_Stadium_Tour,143427.0,2018,85.16480857858005
London,England,Wembley Stadium,"Camila Cabello
Charli XCX",12214933.0,Reputation_Stadium_Tour,143427.0,2018,85.16480857858005
Louisville,United States,Cardinal Stadium,"Camila Cabello
Charli XCX",4928219.0,Reputation_Stadium_Tour,52138.0,2018,94.52259388545782
Columbus,United States,Ohio Stadium,"Camila Cabello
Charli XCX",6606529.0,Reputation_Stadium_Tour,62897.0,2018,105.03726727824856
Landover,United States,FedExField,"Camila Cabello
Charli XCX",11396004.0,Reputation_Stadium_Tour,95672.0,2018,119.11535245421858
Landover,United States,FedExField,"Camila Cabello
Charli XCX",11396004.0,Reputation_Stadium_Tour,95672.0,2018,119.11535245421858
Philadelphia,United States,Lincoln Financial Field,"Camila Cabello
Charli XCX",11951047.0,Reputation_Stadium_Tour,107378.0,2018,111.29884147590754
Philadelphia,United States,Lincoln Financial Field,"Camila Cabello
Charli XCX",11951047.0,Reputation_Stadium_Tour,107378.0,2018,111.29884147590754
Cleveland,United States,FirstEnergy Stadium,"Camila Cabello
Charli XCX",5148757.0,Reputation_Stadium_Tour,51323.0,2018,100.32065545661789
East Rutherford,United States,MetLife Stadium,"Camila Cabello
Charli XCX",22031386.0,Reputation_Stadium_Tour,165654.0,2018,132.99640213939898
East Rutherford,United States,MetLife Stadium,"Camila Cabello
Charli XCX",22031386.0,Reputation_Stadium_Tour,165654.0,2018,132.99640213939898
East Rutherford,United States,MetLife Stadium,"Camila Cabello
Charli XCX",22031386.0,Reputation_Stadium_Tour,165654.0,2018,132.99640213939898
Foxborough,United States,Gillette Stadium,"Camila Cabello
Charli XCX",21779846.0,Reputation_Stadium_Tour,174764.0,2018,124.62432766473644
Foxborough,United States,Gillette Stadium,"Camila Cabello
Charli XCX",21779846.0,Reputation_Stadium_Tour,174764.0,2018,124.62432766473644
Foxborough,United States,Gillette Stadium,"Camila Cabello
Charli XCX",21779846.0,Reputation_Stadium_Tour,174764.0,2018,124.62432766473644
Toronto,Canada,Rogers Centre,"Camila Cabello
Charli XCX",11177000.0,Reputation_Stadium_Tour,100310.0,2018,111.42458379025022
Toronto,Canada,Rogers Centre,"Camila Cabello
Charli XCX",11177000.0,Reputation_Stadium_Tour,100310.0,2018,111.42458379025022
Pittsburgh,United States,Heinz Field,"Camila Cabello
Charli XCX",6230876.0,Reputation_Stadium_Tour,56445.0,2018,110.38844893258924
Atlanta,United States,Mercedes-Benz Stadium,"Camila Cabello
Charli XCX",18089415.0,Reputation_Stadium_Tour,116746.0,2018,154.94676477138404
Atlanta,United States,Mercedes-Benz Stadium,"Camila Cabello
Charli XCX",18089415.0,Reputation_Stadium_Tour,116746.0,2018,154.94676477138404
Tampa,United States,Raymond James Stadium,"Camila Cabello
Charli XCX",7244264.0,Reputation_Stadium_Tour,55909.0,2018,129.57241231286554
Miami Gardens,United States,Hard Rock Stadium,"Camila Cabello
Charli XCX",7072164.0,Reputation_Stadium_Tour,47818.0,2018,147.89752812748338
Nashville,United States,Nissan Stadium,"Camila Cabello
Charli XCX",9007179.0,Reputation_Stadium_Tour,56112.0,2018,160.52143926432848
Detroit,United States,Ford Field,"Camila Cabello
Charli XCX",6597852.0,Reputation_Stadium_Tour,49464.0,2018,133.38694808345463
Minneapolis,United States,U.S. Bank Stadium,"Camila Cabello
Charli XCX",10242024.0,Reputation_Stadium_Tour,98774.0,2018,103.6914977625691
Minneapolis,United States,U.S. Bank Stadium,"Camila Cabello
Charli XCX",10242024.0,Reputation_Stadium_Tour,98774.0,2018,103.6914977625691
Kansas City,United States,Arrowhead Stadium,"Camila Cabello
Charli XCX",6730138.0,Reputation_Stadium_Tour,58611.0,2018,114.82721673406016
Indianapolis,United States,Lucas Oil Stadium,"Camila Cabello
Charli XCX",6531245.0,Reputation_Stadium_Tour,55729.0,2018,117.1965224568896
St. Louis,United States,The Dome at America's Center,"Camila Cabello
Charli XCX",4884054.0,Reputation_Stadium_Tour,47831.0,2018,102.11063954339237
New Orleans,United States,Mercedes-Benz Superdome,"Camila Cabello
Charli XCX",6491546.0,Reputation_Stadium_Tour,53172.0,2018,122.08579703603401
Houston,United States,NRG Stadium,"Camila Cabello
Charli XCX",9350275.0,Reputation_Stadium_Tour,53800.0,2018,173.79693308550185
Arlington,United States,AT&T Stadium,"Camila Cabello
Charli XCX",15006157.0,Reputation_Stadium_Tour,105002.0,2018,142.91305879888003
Arlington,United States,AT&T Stadium,"Camila Cabello
Charli XCX",15006157.0,Reputation_Stadium_Tour,105002.0,2018,142.91305879888003
